player_id,latest_market_value,latest_transfer_date,latest_fee,from_club,to_club
387143,2400000,2023-09-06,€600k,449,968
387529,300000,2023-08-07,free transfer,19,1103
387579,350000,2023-07-01,free transfer,2760,511
387626,35000000,2021-08-04,€32.00m,15,405
387990,400000,2022-07-01,free transfer,2321,601
388067,325000,2024-07-01,free transfer,129,79
388165,10000000,2021-08-10,€10.00m,1158,1148
388167,150000,2024-07-31,End of loan,2817,1293
388171,450000,2020-04-30,End of loan,2578,371
388198,33000000,2022-07-01,€20.00m,60,16
388294,400000,2023-07-01,free transfer,81,2036
388363,1600000,2022-07-01,free transfer,65,167
388368,200000,2021-08-01,free transfer,3173,44006
388409,2000000,2024-07-01,?,269,18
388465,1500000,2023-08-21,?,1053,2293
388513,800000,2024-07-01,,16,515
388516,3500000,2023-07-01,€3.50m,23826,252
388795,2500000,2023-08-17,€600k,1147,22381
388820,1200000,2022-07-05,?,33,6646
389253,10000000,2023-08-03,€5.80m,11,350
390168,200000,2021-07-01,free transfer,510,2790
390304,450000,2023-01-13,End of loan,1386,1025
390379,1400000,2023-06-30,End of loan,10484,2832
390664,1300000,2020-07-27,€1.10m,3426,1123
390688,250000,2021-07-01,,8510,3709
390855,2000000,2022-01-22,€1.65m,8023,1114
391004,7000000,2022-01-31,€12.00m,190,82
391005,250000,2019-08-07,?,190,1148
391065,18000000,2024-06-30,End of loan,6195,989
391374,100000,2022-07-01,free transfer,15906,6456
391376,2500000,2023-01-28,€500k,1160,618
391555,150000,2024-01-05,free transfer,1304,27114
391766,4000000,2024-07-01,free transfer,170,86
391780,3000000,2024-02-08,€3.35m,42,141
391929,400000,2021-03-31,€250k,35,25467
392085,20000000,2024-06-30,End of loan,405,141
392124,200000,2024-06-30,End of loan,254,167
392163,400000,2021-07-01,,245,60
392275,300000,2023-03-08,free transfer,2038,353
392538,16000000,2022-06-30,End of loan,416,5
392569,7000000,2021-07-01,€3.20m,2921,1390
392591,2000000,2023-07-01,free transfer,1194,1031
392710,350000,2022-07-01,free transfer,17,2036
392757,10000000,2021-07-18,€23.34m,631,873
392765,2700000,2020-08-01,,9249,11
392767,2000000,2022-07-01,,10331,720
392768,15000000,2023-09-01,€3.50m,631,703
392770,6000000,2021-06-30,End of loan,2503,1082
392775,18000000,2021-06-30,End of loan,533,148
392777,1200000,2024-06-30,End of loan,3057,703
392881,500000,2022-08-25,€700k,252,607
392956,2000000,2022-07-01,€2.75m,800,130
392959,2400000,2022-07-01,€9.00m,800,2919
392966,2000000,2024-06-30,End of loan,8970,800
393018,250000,2023-07-01,free transfer,1199,9010
393217,175000,2023-06-30,End of loan,24245,589
393238,2000000,2022-07-01,€2.00m,1090,415
393321,2500000,2023-03-01,End of loan,124,40058
393371,200000,2024-06-30,End of loan,41553,7775
393512,1800000,2020-07-01,free transfer,81,86
393565,6000000,2023-07-01,€6.00m,238,2282
393567,50000,2023-07-01,?,6361,3527
393581,450000,2023-07-01,?,3348,2423
394033,250000,2019-08-06,?,66,2036
394134,500000,2024-07-01,,2446,515
394300,30000000,2024-07-01,€29.00m,6574,46
394327,25000000,2022-07-01,free transfer,244,405
394328,1000000,2023-07-23,€250k,1421,1465
394688,1500000,2024-01-31,€2.50m,206,501
394903,2000000,2023-08-13,free transfer,750,2727
395083,4000000,2023-07-21,€2.50m,1421,3840
395190,150000,2024-06-30,End of loan,839,6195
395236,9000000,2022-06-30,End of loan,40,5
395242,3000000,2024-06-30,End of loan,868,58
395421,2200000,2024-07-01,€1.50m,1090,197
395512,1000000,2023-07-01,€2.20m,409,527
395516,50000000,2023-07-22,€55.00m,15,405
395522,1500000,2024-01-25,€600k,1162,6912
395677,700000,2024-06-30,End of loan,723,738
395693,13000000,2023-07-01,free transfer,1041,12
395695,2500000,2023-01-16,?,157,290
395833,250000,2023-04-01,,515,987
395862,50000,2017-11-22,,10446,449
396225,225000,2024-06-30,End of loan,7805,941
396235,275000,2023-01-20,?,13718,5546
396429,400000,2022-08-19,€250k,2457,2423
396516,1000000,2021-07-01,?,410,1416
396563,50000,2022-01-04,End of loan,1270,1519
396847,350000,2023-07-01,free transfer,403,3948
396908,5000000,2024-06-30,End of loan,1003,141
397033,50000000,2023-07-03,€64.00m,5,762
397225,6000000,2024-06-30,End of loan,380,6195
397458,14000000,2024-01-01,€14.50m,209,614
397486,6500000,2021-01-29,€11.00m,301,130
397676,2000000,2023-08-18,€1.30m,3368,367
397854,100000,2020-08-01,€50k,5699,759
398001,300000,2023-07-01,free transfer,1496,5546
398065,35000000,2023-07-23,€44.00m,1003,762
398073,60000000,2021-07-06,€68.00m,46,583
398184,45000000,2022-01-01,€55.00m,281,131
398802,200000,2023-07-01,free transfer,10704,4000
399162,400000,2021-08-31,?,5551,43
399258,350000,2023-07-01,free transfer,903,2553
399369,1000000,2021-07-29,free transfer,29,43
399383,3000000,2023-07-01,€500k,3057,618
399434,4500000,2022-08-01,€11.90m,641,989
399543,4000000,2023-08-28,€1.00m,40,1005
399776,45000000,2023-07-12,€33.00m,1050,405
400109,250000,2024-01-31,€125k,501,3837
400121,450000,2024-01-31,€700k,2817,687
400131,4000000,2023-07-18,€2.70m,3948,237
400489,24000000,2024-01-01,€24.00m,6195,23826
400536,3500000,2023-07-18,€7.70m,206,1003
400546,1200000,2021-06-30,End of loan,254,79
400649,750000,2024-06-30,End of loan,2381,941
400653,500000,2023-07-01,free transfer,62,715
400661,3000000,2024-02-03,€2.78m,2402,209
400849,150000,2021-06-30,End of loan,6163,697
400960,3000000,2023-06-30,End of loan,3938,330
401173,25000000,2024-06-30,End of loan,16,985
401320,5000000,2023-07-01,€7.80m,984,1132
401356,35000000,2023-08-10,€38.00m,610,379
401527,5500000,2023-08-05,€5.50m,6574,82
401529,20000000,2022-07-22,€14.50m,660,430
401530,50000000,2019-07-01,€50.00m,720,418
401571,500000,2023-01-01,?,14977,12574
401578,25000000,2020-01-01,€17.00m,209,15
401583,650000,2023-07-11,free transfer,1070,1244
401599,200000,2021-07-15,?,6628,7146
401736,175000,2023-07-11,?,2457,7179
401921,350000,2023-01-31,€100k,11107,455
401922,25000000,2023-07-27,€20.00m,1050,5
401923,40000000,2020-09-01,€77.50m,1082,6195
402008,20000000,2019-01-01,€19.00m,409,23826
402079,1800000,2024-01-19,€3.65m,866,1286
402082,300000,2024-01-08,free transfer,25569,3829
402112,200000,2022-07-01,free transfer,8474,8024
402733,10000000,2024-06-30,End of loan,703,368
402887,1500000,2022-07-01,free transfer,265,868
403151,22000000,2023-08-05,€28.70m,1237,631
403564,250000,2024-07-01,,1123,515
403568,150000,2020-07-01,,9043,371
403569,350000,2023-07-20,?,124,2553
403690,400000,2023-01-27,€400k,501,1100
404055,300000,2022-07-01,€100k,255,22431
404345,100000,2018-01-10,€30k,6163,6112
404358,150000,2021-01-01,?,45935,4644
404839,2700000,2020-07-21,End of loan,2497,418
404842,17000000,2022-01-01,€23.50m,338,29
404846,1500000,2024-06-30,End of loan,168,338
404950,20000000,2023-07-01,€20.00m,409,23826
405058,500000,2024-01-01,free transfer,46643,28893
405385,1800000,2020-07-01,?,1066,1090
405393,500000,2024-12-31,End of loan,428,33
405398,7500000,2022-07-19,€6.50m,418,681
405399,3000000,2024-06-30,End of loan,2832,3057
405670,1200000,2023-07-02,€600k,245,38
405686,1400000,2023-07-21,€1.90m,1237,1421
405687,7000000,2023-07-14,€5.00m,23826,39
405690,400000,2023-07-01,,17,16
405774,150000,2022-01-11,free transfer,13427,1092
405855,1500000,2023-07-01,€590k,2311,62
405885,35000000,2023-07-01,€27.00m,6574,6195
406040,10000000,2022-08-04,€9.35m,23826,800
406151,1500000,2023-12-21,,10331,720
406625,25000000,2018-07-04,€25.00m,1444,46
406634,450000,2022-01-20,€1.80m,991,371
406638,8000000,2021-05-31,End of loan,1123,148
406640,15000000,2023-07-03,€30.00m,82,16
406806,2000000,2024-07-01,€2.00m,380,252
406973,175000,2023-01-22,€135k,17,80
407094,400000,2024-06-30,End of loan,428,9644
407098,10000000,2022-07-01,€10.00m,238,82
407745,4000000,2023-07-26,€5.00m,255,371
408471,900000,2020-08-17,End of loan,142,714
408562,250000,2022-09-06,?,9262,3057
408563,1700000,2024-06-30,End of loan,6890,8024
409048,25000,2024-06-30,End of loan,7745,324
409153,5000000,2023-07-07,€4.60m,3948,1421
409485,300000,2024-06-30,End of loan,1423,3057
409490,300000,2023-07-01,free transfer,28107,520
409517,4000000,2024-02-01,€4.75m,383,89
409884,225000,2022-07-15,free transfer,10330,2425
409886,1000000,2024-06-30,End of loan,2425,385
410158,10000000,2023-07-20,€8.31m,410,36
410225,20000000,2023-07-24,€13.00m,1010,244
410281,125000,2021-07-19,free transfer,11033,2425
410425,35000000,2022-07-01,€29.20m,1237,148
410547,125000,2024-01-31,free transfer,6469,23184
410557,600000,2022-03-28,?,5619,1100
410649,500000,2023-07-01,free transfer,65,2300
410840,600000,2024-01-01,free transfer,272,2300
410854,450000,2024-06-30,End of loan,385,202
411252,300000,2022-01-08,free transfer,23184,267
411295,45000000,2022-07-13,€58.00m,399,131
411975,60000000,2022-07-28,€50.00m,368,131
412045,1500000,2023-06-30,End of loan,16795,714
412363,40000000,2019-07-01,€45.00m,221,418
412366,8000000,2023-07-01,€10.00m,51772,410
412451,450000,2024-02-12,€550k,6399,2817
412649,900000,2023-07-13,€500k,1005,1047
412660,3000000,2023-09-01,€2.30m,405,410
412669,15000000,2023-07-01,€7.00m,131,336
412741,50000,2023-01-29,End of loan,3030,2578
412829,1000000,2022-08-30,€500k,1158,618
412932,6000000,2024-06-30,End of loan,317,162
412934,250000,2023-07-25,€450k,500,290
412952,700000,2023-08-02,€375k,2995,1063
412954,450000,2024-06-30,End of loan,1283,370
413039,3500000,2019-08-05,€6.50m,1095,1148
413112,60000000,2022-07-01,€80.00m,162,418
413118,4000000,2023-07-01,€1.80m,855,1075
413262,900000,2022-07-01,free transfer,16795,1244
413403,3500000,2019-07-11,€13.30m,1148,405
413507,5000000,2017-07-01,€5.50m,669,430
413565,9000000,2022-08-18,€8.00m,1184,1025
413605,2700000,2024-06-30,End of loan,416,2239
413843,5000000,2024-06-30,End of loan,80,60
414908,550000,2019-07-01,free transfer,2557,1421
415035,2000000,2023-07-01,€1.00m,2241,3948
415381,400000,2022-07-01,€575k,798,234
415383,2400000,2021-07-06,€500k,1082,172
415522,1300000,2023-07-01,?,8344,475
415525,2000000,2022-07-01,€600k,3734,2424
415645,600000,2024-07-01,,2424,515
415646,1000000,2024-02-07,free transfer,543,7154
415912,15000000,2023-08-22,€20.00m,79,379
416386,2700000,2023-07-13,€700k,6574,8970
417228,1200000,2022-06-30,End of loan,30,660
417229,600000,2023-08-01,€600k,5084,4000
417346,18000000,2024-05-31,End of loan,29,399
418071,800000,2023-07-01,,30857,58
418543,7000000,2022-08-18,€9.40m,610,416
418553,400000,2021-07-01,€1.00m,267,520
418560,150000000,2022-07-01,€60.00m,16,281
418561,2000000,2021-07-31,€2.40m,76,399
418567,2500000,2024-01-09,€2.20m,239,197
418571,600000,2023-07-18,€800k,2921,1005
418651,2000000,2022-07-01,free transfer,738,1420
418659,42000000,2022-09-01,€28.00m,417,273
418661,650000,2023-08-14,?,3508,601
418751,1000000,2023-01-19,free transfer,5619,5724
419120,200000,2023-07-01,free transfer,3325,71665
419576,500000,2024-07-01,,1039,515
419648,6000000,2024-07-01,€2.30m,415,197
419723,2000000,2024-06-30,End of loan,354,130
419996,150000,2022-01-03,,515,3135
420002,5000000,2022-01-31,€11.00m,39,873
420189,800000,2024-07-01,,19,515
420196,600000,2023-07-03,?,11194,3329
420210,500000,2018-07-01,,2862,234
420243,42000000,2023-07-14,€40.00m,610,11
420376,300000,2024-02-01,?,127,7945
420465,15000000,2024-01-22,€5.10m,1082,506
420808,800000,2023-07-13,€1.75m,1003,677
420931,3500000,2022-07-01,€1.53m,3828,371
421012,650000,2020-01-01,?,20590,17425
421194,850000,2024-12-31,End of loan,20590,1829
421391,600000,2024-07-01,End of loan,40039,8023
421637,6000000,2021-07-20,€10.00m,865,1148
421710,1500000,2022-07-01,free transfer,168,6890
421873,5500000,2024-06-30,End of loan,749,6195
421984,600000,2023-07-18,?,197,1322
422203,2600000,2023-09-15,€2.30m,11282,449
422281,1000000,2022-06-30,End of loan,541,3524
422355,2500000,2024-12-31,End of loan,501,24
422460,1500000,2023-06-30,End of loan,714,3368
422466,3000000,2024-06-30,End of loan,2687,1244
422930,225000,2021-07-26,?,9253,3426
422951,3500000,2021-08-11,€7.00m,190,141
423444,2000000,2018-08-01,€8.00m,367,940
423744,12000000,2022-09-01,€8.30m,631,1237
423752,350000,2023-07-01,free transfer,2451,2553
424014,125000,2024-02-23,,515,3033
424015,3000000,2022-01-04,€14.00m,124,29
424072,2500000,2022-07-01,free transfer,1420,3911
424204,10000000,2019-01-01,€14.00m,6321,27
424237,175000,2023-07-01,?,6038,1496
424881,2500000,2024-06-30,End of loan,683,703
424900,3500000,2024-05-31,End of loan,1032,1031
425306,8000000,2023-08-09,€8.15m,11,703
425334,4800000,2020-09-03,€15.75m,703,405
425400,900000,2022-06-30,End of loan,3166,1420
425763,450000,2024-07-01,,318,515
425918,8000000,2023-01-23,€19.50m,3522,11
426142,75000,2023-07-13,free transfer,202,1426
426192,8000000,2024-06-30,End of loan,350,1050
426620,7000000,2020-08-18,€13.50m,3329,336
427568,12000000,2021-08-20,€28.00m,350,11
427829,250000,2019-12-31,End of loan,1496,5544
428016,250000,2021-08-01,,9254,148
428444,550000,2024-02-28,?,2761,1044
428563,2000000,2022-07-12,€2.00m,370,1025
429014,11000000,2022-08-19,€29.50m,543,703
429259,4000000,2021-01-07,€5.45m,25467,1184
429713,125000,2021-07-23,?,20635,7918
429874,8000000,2023-07-01,€5.00m,16,24
429915,5000000,2023-06-30,End of loan,968,2282
429983,6000000,2022-09-01,€12.40m,202,940
430054,1500000,2023-02-02,free transfer,197,2300
430250,350000,2022-07-26,free transfer,503,2311
430339,2000000,2023-01-04,€1.80m,866,978
430540,175000,2023-01-07,free transfer,32832,40090
431190,450000,2022-07-01,free transfer,1234,1108
431417,25000,2019-08-28,free transfer,6692,1047
431698,3000000,2022-07-01,€4.05m,800,419
431755,50000000,2023-07-01,€30.00m,506,148
431811,3000000,2024-06-30,End of loan,828,12
432090,6500000,2022-06-30,End of loan,2239,506
432298,1000000,2024-02-01,?,828,475
432671,50000,2020-07-31,,983,533
432682,1200000,2023-07-01,€325k,49702,467
432692,150000,2020-12-31,End of loan,14761,239
432697,50000,2022-08-11,free transfer,1006,10217
432752,800000,2023-08-18,€1.30m,790,683
432772,2000000,2023-01-23,free transfer,1061,738
432982,6500000,2022-01-28,€6.40m,1025,2282
433105,1000000,2023-08-10,€1.20m,282,126
433181,700000,2024-05-31,End of loan,1020,9250
433183,10000000,2024-07-01,?,9265,543
433188,1800000,2020-07-01,,9252,31
433358,1500000,2023-07-20,€250k,504,2420
433584,3500000,2024-06-30,End of loan,2919,6195
433601,50000,2023-07-25,free transfer,422,42565
433652,250000,2024-01-02,free transfer,272,2578
433833,250000,2023-08-04,€90k,21101,4309
433984,4500000,2023-07-03,€9.00m,1090,1025
434116,700000,2021-07-01,free transfer,37024,122
434195,250000,2024-02-29,free transfer,3692,4309
434223,2800000,2024-06-30,End of loan,371,1123
434224,1000000,2020-08-25,€5.00m,750,82
434433,2200000,2023-08-18,€3.90m,4529,1005
434602,500000,2023-07-01,free transfer,9899,1244
434675,60000000,2023-01-01,€42.00m,383,31
434990,3000000,2024-06-30,End of loan,1108,681
435135,350000,2023-07-31,free transfer,12374,10484
435338,20000000,2020-09-01,€26.00m,1082,11
435587,600000,2023-08-14,€2.60m,2817,2727
435648,11000000,2022-08-30,€8.50m,27,1025
435772,30000000,2024-06-30,End of loan,800,5
435796,2000000,2022-07-01,€2.50m,4,82
435807,1200000,2022-08-31,€600k,428,173
435808,1500000,2022-07-01,?,172,3948
436034,175000,2022-07-01,?,3461,1251
436064,800000,2024-06-30,End of loan,499,234
436959,500000,2023-01-08,?,76,4309
437852,450000,2023-08-01,€250k,21101,1100
438001,8000000,2023-08-31,€12.00m,12321,543
438961,450000,2020-09-01,free transfer,2446,607
438971,300000,2020-08-04,,14707,2497
439022,14000000,2022-07-08,€13.00m,141,368
439072,8000000,2024-01-25,€8.10m,12,614
439343,3200000,2023-02-17,€650k,2832,6890
439465,600000,2023-07-03,free transfer,142,3268
439914,1500000,2023-07-06,€1.50m,759,9644
440275,100000,2021-07-01,free transfer,10704,8377
440653,950000,2021-07-01,€337k,12374,2293
440953,650000,2023-07-01,,58,30857
441170,5000000,2024-06-30,End of loan,417,114
441306,700000,2022-01-31,?,601,968
441383,700000,2023-07-06,free transfer,40604,759
441432,100000,2022-07-26,free transfer,1468,503
441986,5000000,2023-07-12,€7.00m,678,46
442248,500000,2019-07-02,€3.35m,349,1148
442320,1100000,2024-06-30,End of loan,347,7775
442474,200000,2021-03-22,?,11338,2761
442531,12000000,2023-07-01,€18.50m,631,18487
442891,10500000,2020-07-06,€12.00m,1041,273
443222,500000,2022-07-07,€250k,331,472
443331,7000000,2024-07-01,€4.80m,80,60
443710,5000000,2023-08-25,€5.50m,533,79
443726,375000,2024-07-01,free transfer,6699,465
444211,2200000,2023-05-31,End of loan,512,180
444523,35000000,2022-08-29,€42.95m,1041,379
445000,1500000,2024-02-23,free transfer,51663,10870
445126,2300000,2024-01-31,free transfer,2239,8970
445939,6000000,2023-07-01,free transfer,82,24
446491,1200000,2022-07-03,?,607,172
447221,800000,2022-07-05,free transfer,33,2727
447343,900000,2022-07-01,free transfer,22431,40
447661,2500000,2019-07-25,€16.80m,281,405
447797,175000,2022-07-01,?,35,52
447995,2800000,2023-09-01,€9.30m,289,180
448258,3000000,2022-07-09,€3.70m,41,79
448466,3500000,2024-06-30,End of loan,683,336
448470,3500000,2022-08-04,€4.07m,1465,720
448628,7000000,2024-06-30,End of loan,681,13
448632,300000,2019-07-01,free transfer,1095,1421
448854,4200000,2024-05-31,End of loan,1010,703
449151,3000000,2024-01-13,€1.50m,5,252
449453,75000,2023-09-22,,28760,515
449496,3000000,2023-09-11,,515,714
449592,2000000,2022-01-22,€1.16m,527,3948
449796,8000000,2023-07-01,free transfer,367,331
450050,10000000,2023-09-01,€15.00m,667,543
450218,300000,2024-01-09,?,1096,3508
450237,450000,2023-07-01,free transfer,10090,6984
450241,3300000,2023-09-04,€2.00m,1184,197
450790,500000,2023-07-01,,7119,110302
450936,11000000,2024-06-30,End of loan,141,148
451276,50000000,2023-07-02,€70.00m,23826,31
451642,1600000,2024-06-30,End of loan,6646,14
451677,7000000,2024-06-30,End of loan,38,1123
451801,3000000,2022-09-01,€1.50m,2420,367
451858,600000,2022-09-01,?,2423,4294
451906,2300000,2022-07-01,€1.30m,39,35
452068,500000,2024-07-01,,17,515
452084,500000,2023-07-12,?,6890,7160
452192,75000,2024-06-30,End of loan,299,80
452296,300000,2023-07-04,free transfer,28107,9010
452477,8000000,2023-07-01,€6.00m,409,60
452524,450000,2023-07-01,free transfer,3291,6112
452584,400000,2023-07-01,free transfer,28643,9010
452607,7000000,2022-07-01,€8.00m,62,294
452707,150000,2024-07-01,,1098,515
452877,700000,2021-06-30,End of loan,1159,855
453016,7000000,2022-07-01,free transfer,667,39
453121,650000,2024-01-09,€150k,384,127
453156,250000,2024-06-30,End of loan,318,9644
453639,550000,2022-07-01,€550k,8936,5689
453704,2500000,2023-06-30,End of loan,714,5358
453737,1300000,2022-07-01,free transfer,44,16
453742,150000,2022-07-01,free transfer,30,1622
453870,1200000,2023-07-27,€2.00m,108,89
454331,25000,2023-07-28,free transfer,39805,44277
454386,500000,2021-07-01,€2.40m,324,130
454567,35000000,2023-07-01,€25.00m,234,294
454576,1000000,2023-07-11,€2.50m,234,2503
454603,200000,2022-07-01,?,13718,814
454863,1600000,2022-01-21,€1.00m,4529,89
455181,8000000,2023-08-17,€8.00m,3368,367
455661,2000000,2024-07-01,free transfer,86,79
455662,500000,2024-06-30,End of loan,72,86
456143,500000,2024-06-30,End of loan,1897,941
456146,400000,2024-06-30,End of loan,697,197
456492,2500000,2024-06-30,End of loan,3,24
457528,400000,2024-05-31,End of loan,465,9256
457533,2000000,2022-03-30,€2.85m,861,679
457673,6000000,2024-07-01,€5.00m,1005,1047
457736,900000,2024-01-23,€3.00m,385,276
458178,1800000,2023-07-01,€1.75m,1072,677
458353,400000,2023-07-01,free transfer,2049,7775
459128,900000,2023-07-07,?,5,8970
459151,7500000,2024-06-30,End of loan,749,800
459209,300000,2024-01-31,free transfer,3692,1293
459390,200000,2023-01-08,?,23184,4309
459665,300000,2024-06-30,End of loan,408,252
459763,13000000,2023-06-30,End of loan,2239,800
460245,7500000,2023-07-01,€8.00m,1158,82
460378,2800000,2021-07-01,€2.00m,2861,1096
460629,1500000,2024-06-30,End of loan,290,583
460939,14000000,2023-07-19,€19.00m,1090,5
461569,25000,2022-06-30,End of loan,3291,3527
461582,400000,2022-09-01,free transfer,18105,595
461607,600000,2024-01-25,€150k,10838,1420
461617,12000000,2023-06-30,End of loan,12321,13
461629,4500000,2022-01-21,End of loan,141,3329
461833,8000000,2024-06-30,End of loan,8970,800
461843,1000000,2022-07-11,free transfer,368,1533
461883,15000000,2023-07-28,€22.50m,610,931
461895,600000,2023-07-01,?,589,44006
461906,1500000,2023-01-02,free transfer,45604,3522
461937,800000,2024-01-30,?,6912,3268
461939,600000,2024-07-01,,6912,515
461943,475000,2020-08-03,,67909,336
462059,300000,2023-07-03,free transfer,2784,22431
462086,1000000,2024-01-23,€500k,467,276
462141,350000,2022-08-11,free transfer,91870,3999
462248,325000,2023-07-27,free transfer,10140,3189
462250,30000000,2024-06-30,End of loan,131,13
462348,6000000,2023-07-01,€5.75m,141,995
462699,200000,2024-01-27,€250k,2662,252
462772,2800000,2022-09-08,€1.50m,3840,114
462823,7500000,2023-08-08,€12.00m,865,398
462977,2800000,2023-01-29,€1.70m,1444,2696
463600,2500000,2022-06-30,End of loan,1423,1082
463601,700000,2023-06-30,End of loan,2715,347
463603,40000000,2023-01-05,€38.00m,162,631
463605,3000000,2022-08-05,€3.00m,415,1082
463610,2000000,2024-06-30,End of loan,723,703
463613,2500000,2024-01-08,€2.50m,520,415
463618,500000,2019-07-06,free transfer,162,417
463665,900000,2020-07-27,€4.50m,1041,409
463738,300000,2022-07-01,€100k,2921,41274
464271,250000,2023-07-01,?,197,1496
464273,275000,2021-12-31,End of loan,28596,377
464454,100000,2023-07-03,?,3737,3225
464467,300000,2024-01-31,?,36249,195
464493,150000,2023-02-02,?,3692,23184
464598,3500000,2023-01-11,€7.00m,195,294
464599,750000,2022-07-20,€1.00m,865,968
464816,200000,2019-01-02,?,8541,450
464817,125000,2018-07-01,,6541,2113
464878,100000,2023-07-10,free transfer,7532,28893
465555,6000000,2023-08-26,€18.00m,626,631
465606,1000000,2024-06-30,End of loan,7775,141
465715,1000000,2023-07-01,€580k,257,903
465817,700000,2022-08-12,€1.75m,18074,1030
465819,5000000,2023-03-03,?,37535,40058
465822,6000000,2022-01-24,€8.50m,861,45604
465830,25000000,2024-07-01,€13.00m,244,398
465955,2000000,2022-07-01,€2.00m,583,417
465967,2500000,2023-07-09,€1.80m,681,1108
466794,15000000,2024-06-30,End of loan,12321,131
466802,2300000,2021-07-07,free transfer,9265,130
466805,10000000,2023-07-29,€8.44m,131,720
466807,1000000,2023-07-01,free transfer,10718,11972
466810,25000000,2024-06-30,End of loan,1237,131
467434,800000,2023-06-30,End of loan,475,18
467563,18000000,2024-06-30,End of loan,383,180
467992,12000000,2022-07-01,€8.50m,749,416
467994,2600000,2023-06-30,End of loan,4554,749
468066,6000000,2023-08-10,€12.00m,1421,6195
468198,10000000,2022-07-09,€7.10m,124,180
468249,1000000,2022-07-28,€1.00m,520,1132
468301,6000000,2024-06-30,End of loan,1091,398
468539,4000000,2023-08-25,€5.00m,119,27
469050,22000000,2023-07-04,€26.85m,543,1148
469211,2500000,2022-07-01,€3.00m,475,749
469271,200000,2023-07-01,free transfer,7805,450
469669,1000000,2023-08-01,free transfer,618,1244
469709,200000,2021-07-17,?,10330,710
469781,17000000,2022-08-08,€15.00m,234,989
469822,20000000,2022-07-01,€15.30m,660,294
469852,100000,2023-03-21,free transfer,9168,2961
469976,500000,2022-07-01,free transfer,157,738
470248,250000,2023-09-12,free transfer,3385,42109
470375,500000,2023-07-01,free transfer,124,759
470596,350000,2024-05-31,End of loan,355,1148
470606,800000,2023-07-01,?,9252,370
470607,38000000,2023-09-01,€55.00m,703,148
470788,450000,2024-06-30,End of loan,32113,159
470790,1200000,2022-07-01,?,683,669
470794,19000000,2023-07-01,€16.50m,276,416
471055,2000000,2023-07-03,€1.80m,33,2036
471127,300000,2022-02-01,?,2038,2844
471148,1500000,2024-01-24,?,4634,2293
471474,1200000,2024-06-30,End of loan,5358,331
471582,4000000,2022-08-04,€1.00m,618,3329
471621,750000,2023-07-01,?,540,28643
471690,16000000,2023-08-10,€8.10m,1123,989
471890,325000,2024-07-01,?,254,269
472423,7000000,2019-07-01,,9250,631
473050,25000000,2023-07-01,€25.00m,60,1148
473887,250000,2023-07-11,€68k,800,1897
474589,1000000,2019-07-03,€3.80m,8172,1184
474701,1500000,2021-07-01,,20116,399
474779,350000,2023-08-29,?,1897,715
474800,4500000,2020-07-02,€3.50m,3938,826
474804,200000,2022-07-18,?,28596,450
474838,600000,2024-07-01,,724,515
475188,2000000,2021-07-01,,39341,1003
475208,4000000,2023-07-30,€3.50m,12,968
475407,300000,2019-07-01,?,15136,1465
475411,40000000,2022-08-31,€80.40m,1003,631
475413,22000000,2024-01-28,€30.00m,141,27
475416,5000000,2023-05-31,End of loan,164,1110
475959,75000000,2023-08-05,€90.00m,23826,281
476167,300000,2022-09-09,?,45457,2761
476219,700000,2022-07-01,€650k,634,370
476344,25000000,2021-08-31,€25.00m,131,148
476352,20000000,2024-01-17,€23.00m,244,1114
476701,50000000,2023-07-07,€60.00m,336,583
476836,3000000,2023-09-01,€4.50m,3057,415
477460,50000,2020-02-06,,515,520
477477,1200000,2024-01-16,?,1101,2293
477758,35000000,2019-07-01,€55.00m,873,985
477924,150000,2021-06-30,End of loan,1508,449
477938,150000,2024-06-30,End of loan,45269,3840
478365,3500000,2023-07-01,€1.00m,1075,3329
478366,275000,2019-09-02,?,15136,2503
478528,50000,2018-07-01,,39495,18487
478573,30000000,2023-09-01,€40.00m,27,31
479268,4000000,2023-09-03,€650k,434,255
479638,3500000,2023-06-30,End of loan,1465,294
479641,225000,2022-07-01,free transfer,10330,903
479648,2000000,2024-06-30,End of loan,2424,41101
479675,750000,2023-01-13,€150k,28107,7154
479999,9000000,2020-08-28,€17.80m,1039,873
480116,18000000,2024-07-01,,989,515
480189,225000,2024-06-30,End of loan,450,941
480267,10000000,2020-10-05,,2464,131
480692,40000000,2022-01-30,€50.00m,720,31
480762,32000000,2022-07-27,€57.37m,610,985
480883,2400000,2024-06-30,End of loan,1244,1108
480975,2500000,2024-01-31,€2.34m,3008,968
480987,8000000,2019-01-22,€13.60m,1148,989
481084,2500000,2023-08-29,€1.80m,1049,366
481116,1500000,2023-08-29,€1.50m,347,2727
481128,1000000,2023-09-09,?,197,126
481171,50000,2020-06-30,End of loan,48712,172
481623,2000000,2024-06-30,End of loan,410,1010
481627,400000,2023-07-01,free transfer,294,3325
481628,450000,2022-07-01,free transfer,10330,1465
481675,1000000,2023-09-01,€1.30m,653,398
482072,2500000,2021-01-10,€2.00m,1160,520
482144,1500000,2024-12-31,End of loan,585,2462
482386,500000,2024-06-30,End of loan,255,28082
483046,18000000,2024-06-30,End of loan,15,27
483063,6000000,2024-06-30,End of loan,449,7732
483348,8000000,2024-06-30,End of loan,252,148
484547,4000000,2021-01-27,€11.00m,371,15
